"ID","leader","meanSim","sdSim","cutoff","nFrameskip","nFrames"
"227","C",0.46618401278298,0.199929039060415,0,1,9035
"227","P",0.380918572665238,0.266766268581027,0,1,9114
"228","C",0.56972280824128,0.255909069773902,0,1,9085
"228","P",0.2774034835173,0.294853329118668,0,1,9083
"229","C",0.508314941916648,0.276875188986161,0,1,9134
"229","P",0.188218174073695,0.259685519273553,0,1,9084
"230","C",0.443470507443455,0.186767665857285,0,1,9125
"230","P",0.347229171330901,0.237375270035732,0,1,9099
"501","C",0.731150908841995,0.255548380595827,0,1,9178
"501","P",0.787513992796415,0.227426574909325,0,1,9284
"502","C",0.756594399846682,0.240068797163488,0,1,9199
"502","P",0.908382055553698,0.113870524733127,0,1,9217
"503","C",0.558927127859061,0.203277101420464,0,1,9230
"503","P",0.51312442425814,0.208445677248932,0,1,9191
"504","C",0.44249604912923,0.259522751389217,0,1,9102
"504","P",0.334948233249256,0.199765878255292,0,1,9207
"505","C",0.479541778134066,0.191874722112562,0,1,9155
"505","P",0.247580397133588,0.198116390488737,0,1,9148
"506","C",0.481169853679213,0.241602474507314,0,1,9093
"506","C",0.843552775207713,0.159353371239692,0,1,9134
"506","P",0.45994144710009,0.221878776224594,0,1,9092
"506","P",0.855730203622096,0.156610639394393,0,1,9733
"507","C",0.344205905250698,0.241885009866351,0,1,9058
"507","P",0.204555353984978,0.222392800038563,0,1,9043
"508","C",0.457444778601508,0.175469418668051,0,1,9153
"508","P",0.452535495497185,0.219115280994889,0,1,9115
"509","C",0.76986373691535,0.214344850737288,0,1,9105
"509","P",0.839448485294974,0.192909336287619,0,1,9155
"510","C",0.764404803652497,0.244968642676188,0,1,9147
"510","P",0.799766188127757,0.184489507611776,0,1,9405
"511","C",0.698204511027002,0.253499917701956,0,1,8926
"511","P",0.793600508724898,0.213650527183648,0,1,9058
"512","C",0.46618401278298,0.199929039060415,0,1,9035
"512","P",0.380918572665238,0.266766268581027,0,1,9114
